Admission Number,Date of Transaction,Invoice ID,Fee head,Fee term,Original Fee Amount,Concession Applied,Final Amount (paid),concession name,Payment Mode,Collected By ID
10000960,3/24/25,221,Tuition Fees,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,September + October,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,November,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Term Charges,November,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,December + January,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002747,3/24/25,220,Tuition Fees,February + March,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Tuition Fees,July + August,5000,4000,500,Advance Fee Deposit Discount 4000,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Tuition Fees,July + August,5000,500,500,Advance Fee Deposit Discount 4000,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Tuition Fees,September + October,5000,2625,2375,2625 sibling,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Tuition Fees,November,2500,,2500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Term Charges,November,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Tuition Fees,December + January,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003307,3/24/25,219,Tuition Fees,February + March,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002911,3/24/25,218,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002911,3/24/25,218,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002911,3/24/25,218,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002911,3/24/25,218,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003408,3/24/25,217,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003407,3/24/25,216,Admission Fee,April,12000,,12000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003407,3/24/25,216,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003407,3/24/25,216,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003407,3/24/25,216,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003407,3/24/25,216,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003407,3/24/25,216,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001310,3/24/25,215,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001310,3/24/25,215,Term Charges,April,4800,,4800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001310,3/24/25,215,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001310,3/24/25,215,Tuition Fees,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001310,3/24/25,215,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002744,3/24/25,214,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002744,3/24/25,214,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002744,3/24/25,214,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002744,3/24/25,214,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Annual Fund,April,1000,,1000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Term Charges,April,4300,,4300,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,April,3500,,3500,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,May + June,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,July + August,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,September + October,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,November,3500,,3500,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Term Charges,November,4300,,4300,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,December + January,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003090,3/24/25,213,Tuition Fees,February + March,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002988,3/24/25,212,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002988,3/24/25,212,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002988,3/24/25,212,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003291,3/24/25,211,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003291,3/24/25,211,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003291,3/24/25,211,Tuition Fees,April,2800,,2800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003291,3/24/25,211,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003098,3/24/25,210,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003098,3/24/25,210,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003098,3/24/25,210,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003098,3/24/25,210,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002967,3/24/25,209,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002967,3/24/25,209,Term Charges,April,1900,,1900,,Wallet/UPI/QR,
10002967,3/24/25,209,Tuition Fees,April,2800,,2800,,Wallet/UPI/QR,
10002967,3/24/25,209,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10000978,3/24/25,208,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10000978,3/24/25,208,Term Charges,April,4000,,4000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10000978,3/24/25,208,CAPS Workshop,April,2000,,2000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10000978,3/24/25,208,Tuition Fees,April,4500,,4500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10000978,3/24/25,208,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002795,3/24/25,207,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002795,3/24/25,207,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002795,3/24/25,207,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002795,3/24/25,207,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003099,3/24/25,206,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003099,3/24/25,206,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003099,3/24/25,206,Tuition Fees,April,2800,300,2500,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003099,3/24/25,206,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002944,3/24/25,205,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002944,3/24/25,205,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10002944,3/24/25,205,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,
10002944,3/24/25,205,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10003043,3/24/25,204,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003043,3/24/25,204,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003043,3/24/25,204,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003176,3/24/25,203,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003176,3/24/25,203,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003176,3/24/25,203,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003176,3/24/25,203,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003173,3/24/25,202,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10003173,3/24/25,202,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10003173,3/24/25,202,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,
10003173,3/24/25,202,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10003062,3/24/25,201,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10003062,3/24/25,201,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10003062,3/24/25,201,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,
10002977,3/24/25,200,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002977,3/24/25,200,Term Charges,April,1900,,1900,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002977,3/24/25,200,Tuition Fees,April,2800,,2800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002977,3/24/25,200,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,April,2500,1500,1000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,May + June,5000,3000,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,July + August,5000,3000,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,September + October,5000,3000,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,November,2500,1500,1000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Term Charges,November,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,December + January,5000,3000,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003272,3/24/25,199,Tuition Fees,February + March,5000,3000,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003208,3/24/25,198,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003208,3/24/25,198,Term Charges,April,1900,,1900,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003208,3/24/25,198,Tuition Fees,April,2800,,2800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003208,3/24/25,198,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003107,3/24/25,197,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003107,3/24/25,197,Term Charges,April,1900,,1900,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003107,3/24/25,197,Tuition Fees,April,2800,300,2500,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003107,3/24/25,197,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003163,3/24/25,196,Annual Fund,April,5000,,5000,,Credit/Debit Card,
10003163,3/24/25,196,Term Charges,April,4300,,4300,,Credit/Debit Card,
10003163,3/24/25,196,Tuition Fees,April,3500,,3500,,Credit/Debit Card,
10002949,3/24/25,195,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002949,3/24/25,195,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002949,3/24/25,195,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002949,3/24/25,195,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002829,3/24/25,194,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002829,3/24/25,194,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002829,3/24/25,194,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002829,3/24/25,194,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002927,3/24/25,193,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002927,3/24/25,193,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10002927,3/24/25,193,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,
10002927,3/24/25,193,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002557,3/24/25,192,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,September + October,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,November,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Term Charges,November,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,December + January,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002557,3/24/25,192,Tuition Fees,February + March,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002802,3/24/25,191,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002802,3/24/25,191,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10002802,3/24/25,191,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,
10002802,3/24/25,191,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10003217,3/24/25,190,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,April,2800,300,2500,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,May + June,5600,600,5000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,July + August,5600,600,5000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,September + October,5600,600,5000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,November,2800,300,2500,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Term Charges,November,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,December + January,5600,600,5000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003217,3/24/25,190,Tuition Fees,February + March,5600,600,5000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003136,3/24/25,189,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003136,3/24/25,189,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003136,3/24/25,189,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002945,3/24/25,188,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002945,3/24/25,188,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002945,3/24/25,188,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002945,3/24/25,188,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002742,3/24/25,187,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002742,3/24/25,187,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10002742,3/24/25,187,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,
10002742,3/24/25,187,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002746,3/24/25,186,Term Charges,April,300,,300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002746,3/24/25,186,Tuition Fees,April,500,,500,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002746,3/24/25,185,Term Charges,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002746,3/24/25,185,Tuition Fees,April,3000,,3000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002746,3/24/25,185,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003175,3/24/25,184,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10003175,3/24/25,184,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10003175,3/24/25,184,Tuition Fees,April,3500,420,3080,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,
10002746,3/24/25,183,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002953,3/24/25,182,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002953,3/24/25,182,Term Charges,April,1900,,1900,,Wallet/UPI/QR,
10002953,3/24/25,182,Tuition Fees,April,2800,,2800,,Wallet/UPI/QR,
10002953,3/24/25,182,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10001111,3/24/25,181,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001111,3/24/25,181,Term Charges,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001111,3/24/25,181,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001111,3/24/25,181,Tuition Fees,April,4500,,4500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001111,3/24/25,181,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002947,3/24/25,180,Annual Fund,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Term Charges,April,1900,,1900,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,April,2800,,2800,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,May + June,5600,,5600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,July + August,5600,,5600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,September + October,5600,,5600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,November,2800,,2800,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Term Charges,November,1900,,1900,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,December + January,5600,,5600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002947,3/24/25,180,Tuition Fees,February + March,5600,,5600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003132,3/24/25,179,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003132,3/24/25,179,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003132,3/24/25,179,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003132,3/24/25,179,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002995,3/24/25,178,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002995,3/24/25,178,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002995,3/24/25,178,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002978,3/24/25,177,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002978,3/24/25,177,Term Charges,April,1900,,1900,,Wallet/UPI/QR,
10002978,3/24/25,177,Tuition Fees,April,2800,,2800,,Wallet/UPI/QR,
10002978,3/24/25,177,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10003157,3/24/25,176,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003157,3/24/25,176,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003157,3/24/25,176,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003157,3/24/25,176,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003088,3/24/25,175,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003088,3/24/25,175,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003088,3/24/25,175,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003088,3/24/25,175,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003125,3/24/25,174,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003125,3/24/25,174,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003125,3/24/25,174,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003125,3/24/25,174,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003143,3/24/25,173,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10003143,3/24/25,173,Term Charges,April,1900,,1900,,Wallet/UPI/QR,
10003143,3/24/25,173,Tuition Fees,April,2800,300,2500,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,
10003143,3/24/25,173,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10003071,3/24/25,172,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003071,3/24/25,172,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
