Original Concession Category,Clarified Concession Category
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
School Concession,School Concession
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
School Concession 100%,School Concession 100%
Orientation 1000,Orientation 1000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Orientation 1000,Orientation 1000
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
Orientation 1000,Orientation 1000
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
Orientation 1000,Orientation 1000
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 1000 pm,X Class Board Exam Scholarship 1000 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
Orientation 1000,Orientation 1000
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
School Concession 25%,School Concession 25%
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
School Concession 20%,School Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
X class Board Exam Scholarship 500 pm,X Class Board Exam Scholarship 500 Pm
School Concession,School Concession
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Orientation 1000,Orientation 1000
Juniors Admission fee Con 4000,TSH Juniors Admission Fee Concession - 4000 off
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
